raw_row_id,product_id,retailer,date,product_name,price,price_per_unit,unit,own_brand_flag,completeness_score
2620779,aldi_000794,Aldi,2024-03-11,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2614764,aldi_000794,Aldi,2024-03-12,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2610564,aldi_000794,Aldi,2024-03-13,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2606722,aldi_000794,Aldi,2024-03-15,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2602317,aldi_000794,Aldi,2024-03-16,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2596134,aldi_000794,Aldi,2024-03-17,Bramwells Chicken & Noodle Soup 400g,0.62,1.6,kg,False,6
2589568,aldi_000794,Aldi,2024-03-18,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2583366,aldi_000794,Aldi,2024-03-19,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2578183,aldi_000794,Aldi,2024-03-20,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2568658,aldi_000794,Aldi,2024-03-22,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2559156,aldi_000794,Aldi,2024-03-25,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2552676,aldi_000794,Aldi,2024-03-26,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2549205,aldi_000794,Aldi,2024-03-27,Bramwells Chicken & Noodle Soup 400g,0.62,1.6,kg,False,6
2543902,aldi_000794,Aldi,2024-03-28,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2539511,aldi_000794,Aldi,2024-03-29,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2532613,aldi_000794,Aldi,2024-03-30,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2525798,aldi_000794,Aldi,2024-03-31,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2521129,aldi_000794,Aldi,2024-04-01,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2516508,aldi_000794,Aldi,2024-04-02,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2510286,aldi_000794,Aldi,2024-04-03,Bramwells Chicken & Noodle Soup 400g,0.62,1.6,kg,False,6
2504644,aldi_000794,Aldi,2024-04-04,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2498744,aldi_000794,Aldi,2024-04-05,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2496522,aldi_000794,Aldi,2024-04-06,Bramwells Chicken & Noodle Soup 400g,0.62,1.6,kg,False,6
2489335,aldi_000794,Aldi,2024-04-07,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2485247,aldi_000794,Aldi,2024-04-08,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2477998,aldi_000794,Aldi,2024-04-09,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2476699,aldi_000794,Aldi,2024-04-10,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2468874,aldi_000794,Aldi,2024-04-11,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2463751,aldi_000794,Aldi,2024-04-12,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2457397,aldi_000794,Aldi,2024-04-13,Bramwells Chicken Noodle Soup 400g,0.62,1.6,kg,False,6
2921241,aldi_003729,Aldi,2024-01-09,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2916346,aldi_003729,Aldi,2024-01-10,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2910198,aldi_003729,Aldi,2024-01-11,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2904497,aldi_003729,Aldi,2024-01-12,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2899553,aldi_003729,Aldi,2024-01-13,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2894255,aldi_003729,Aldi,2024-01-14,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2891150,aldi_003729,Aldi,2024-01-15,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2885603,aldi_003729,Aldi,2024-01-16,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2881029,aldi_003729,Aldi,2024-01-17,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2874231,aldi_003729,Aldi,2024-01-18,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2869391,aldi_003729,Aldi,2024-01-19,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2864202,aldi_003729,Aldi,2024-01-20,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2859990,aldi_003729,Aldi,2024-01-21,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2854668,aldi_003729,Aldi,2024-01-22,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2851917,aldi_003729,Aldi,2024-01-23,Magnum Greaseproof Baking Paper 10m,1.09,1.09,unit,False,6
2846662,aldi_003729,Aldi,2024-01-24,Magnum Greaseproof Baking Paper 10m,1.09,1.09,unit,False,6
2842171,aldi_003729,Aldi,2024-01-25,Magnum Greaseproof Baking Paper 10m,1.09,1.09,unit,False,6
2837105,aldi_003729,Aldi,2024-01-26,Magnum Greaseproof Baking Paper 10m,1.09,1.09,unit,False,6
2831933,aldi_003729,Aldi,2024-01-27,Magnum Greaseproof Baking Paper 10m,1.09,1.09,unit,False,6
2825687,aldi_003729,Aldi,2024-01-28,Magnum Greaseproof Baking Paper 10m,1.09,1.09,unit,False,6
2821189,aldi_003729,Aldi,2024-01-29,Magnum Greaseproof Baking Paper 10m,1.09,1.09,unit,False,6
2815277,aldi_003729,Aldi,2024-01-30,Magnum Greaseproof Baking Paper 10m,1.09,1.09,unit,False,6
2564712,aldi_003729,Aldi,2024-03-24,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2560821,aldi_003729,Aldi,2024-03-25,Magnum Greaseproof & Baking Paper 10m,1.09,1.09,unit,False,6
2919991,aldi_004653,Aldi,2024-01-09,Plant Menu Chilli Bites 180g/12* Pack,0.99,5.5,kg,False,6
2915033,aldi_004653,Aldi,2024-01-10,Plant Menu Chilli Bites 180g/12* Pack,0.99,5.5,kg,False,6
2904491,aldi_004653,Aldi,2024-01-12,Plant Menu Chilli Bites 180g/12* Pack,0.99,5.5,kg,False,6
2899572,aldi_004653,Aldi,2024-01-13,Plant Menu Chilli Bites 180g/12* Pack,0.99,5.5,kg,False,6
2895329,aldi_004653,Aldi,2024-01-14,Plant Menu Chilli Bites 180g/12 Pack,1.49,8.28,kg,False,6
2889689,aldi_004653,Aldi,2024-01-15,Plant Menu Chilli Bites 180g/12* Pack,0.99,5.5,kg,False,6
2886581,aldi_004653,Aldi,2024-01-16,Plant Menu Chilli Bites 180g/12 Pack,1.49,8.28,kg,False,6
2880823,aldi_004653,Aldi,2024-01-17,Plant Menu Chilli Bites 180g/12 Pack,1.49,8.28,kg,False,6
2919099,aldi_005701,Aldi,2024-01-09,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2914224,aldi_005701,Aldi,2024-01-10,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2910426,aldi_005701,Aldi,2024-01-11,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2905650,aldi_005701,Aldi,2024-01-12,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2900788,aldi_005701,Aldi,2024-01-13,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2896095,aldi_005701,Aldi,2024-01-14,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2890650,aldi_005701,Aldi,2024-01-15,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2886231,aldi_005701,Aldi,2024-01-16,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2880916,aldi_005701,Aldi,2024-01-17,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2874829,aldi_005701,Aldi,2024-01-18,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2870772,aldi_005701,Aldi,2024-01-19,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2866109,aldi_005701,Aldi,2024-01-20,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2861404,aldi_005701,Aldi,2024-01-21,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2857046,aldi_005701,Aldi,2024-01-22,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2850622,aldi_005701,Aldi,2024-01-23,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2844928,aldi_005701,Aldi,2024-01-24,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2842059,aldi_005701,Aldi,2024-01-25,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2836537,aldi_005701,Aldi,2024-01-26,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2831714,aldi_005701,Aldi,2024-01-27,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2821834,aldi_005701,Aldi,2024-01-29,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2816259,aldi_005701,Aldi,2024-01-30,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2807239,aldi_005701,Aldi,2024-01-31,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2807141,aldi_005701,Aldi,2024-02-01,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2799884,aldi_005701,Aldi,2024-02-04,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2794503,aldi_005701,Aldi,2024-02-05,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2792064,aldi_005701,Aldi,2024-02-06,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2786320,aldi_005701,Aldi,2024-02-07,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2780142,aldi_005701,Aldi,2024-02-08,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2776773,aldi_005701,Aldi,2024-02-09,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2758121,aldi_005701,Aldi,2024-02-12,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2753050,aldi_005701,Aldi,2024-02-13,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2751214,aldi_005701,Aldi,2024-02-14,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2745437,aldi_005701,Aldi,2024-02-15,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2740425,aldi_005701,Aldi,2024-02-16,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2735187,aldi_005701,Aldi,2024-02-17,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2729403,aldi_005701,Aldi,2024-02-18,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2725670,aldi_005701,Aldi,2024-02-19,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2720612,aldi_005701,Aldi,2024-02-20,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2712507,aldi_005701,Aldi,2024-02-22,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2703612,aldi_005701,Aldi,2024-02-24,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2698108,aldi_005701,Aldi,2024-02-25,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2692313,aldi_005701,Aldi,2024-02-26,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2690164,aldi_005701,Aldi,2024-02-27,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2682745,aldi_005701,Aldi,2024-02-28,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2675910,aldi_005701,Aldi,2024-02-29,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2671091,aldi_005701,Aldi,2024-03-01,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2666824,aldi_005701,Aldi,2024-03-02,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2665044,aldi_005701,Aldi,2024-03-03,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2656523,aldi_005701,Aldi,2024-03-04,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2652281,aldi_005701,Aldi,2024-03-05,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2648064,aldi_005701,Aldi,2024-03-06,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2644989,aldi_005701,Aldi,2024-03-07,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2637844,aldi_005701,Aldi,2024-03-08,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2631118,aldi_005701,Aldi,2024-03-09,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2627325,aldi_005701,Aldi,2024-03-10,Specially Selected Dry Cured Smoked Streaky Bacon 240g,2.49,10.38,kg,True,6
2622306,aldi_005701,Aldi,2024-03-11,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2617144,aldi_005701,Aldi,2024-03-12,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2609980,aldi_005701,Aldi,2024-03-13,Specially Selected Dry Cured Smoked Streaky Bacon 240g/,2.49,10.38,kg,True,6
2446910,asda_000495,ASDA,2024-01-09,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2421473,asda_000495,ASDA,2024-01-10,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2396993,asda_000495,ASDA,2024-01-11,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2371965,asda_000495,ASDA,2024-01-12,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2346509,asda_000495,ASDA,2024-01-13,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2319960,asda_000495,ASDA,2024-01-14,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2294506,asda_000495,ASDA,2024-01-15,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2269028,asda_000495,ASDA,2024-01-16,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2242903,asda_000495,ASDA,2024-01-17,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2217440,asda_000495,ASDA,2024-01-18,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2192167,asda_000495,ASDA,2024-01-19,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2166824,asda_000495,ASDA,2024-01-20,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2141395,asda_000495,ASDA,2024-01-21,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2116953,asda_000495,ASDA,2024-01-22,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2092398,asda_000495,ASDA,2024-01-23,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2066909,asda_000495,ASDA,2024-01-24,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
2040914,asda_000495,ASDA,2024-01-25,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
2013740,asda_000495,ASDA,2024-01-26,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1986333,asda_000495,ASDA,2024-01-27,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1959984,asda_000495,ASDA,2024-01-28,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1931894,asda_000495,ASDA,2024-01-29,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1908048,asda_000495,ASDA,2024-01-30,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1880974,asda_000495,ASDA,2024-01-31,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1853810,asda_000495,ASDA,2024-02-01,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1825080,asda_000495,ASDA,2024-02-04,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1798827,asda_000495,ASDA,2024-02-05,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1774138,asda_000495,ASDA,2024-02-06,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1745223,asda_000495,ASDA,2024-02-07,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1718113,asda_000495,ASDA,2024-02-08,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1691881,asda_000495,ASDA,2024-02-09,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1664007,asda_000495,ASDA,2024-02-10,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1637845,asda_000495,ASDA,2024-02-11,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1609156,asda_000495,ASDA,2024-02-12,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1583707,asda_000495,ASDA,2024-02-13,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1555428,asda_000495,ASDA,2024-02-14,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1528478,asda_000495,ASDA,2024-02-15,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1501266,asda_000495,ASDA,2024-02-16,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1474955,asda_000495,ASDA,2024-02-17,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1448089,asda_000495,ASDA,2024-02-18,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1419380,asda_000495,ASDA,2024-02-19,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1391141,asda_000495,ASDA,2024-02-20,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1372190,asda_000495,ASDA,2024-02-21,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1337611,asda_000495,ASDA,2024-02-22,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.5,0.25,unit,False,6
1298246,asda_000495,ASDA,2024-02-23,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
1274042,asda_000495,ASDA,2024-02-24,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
1251201,asda_000495,ASDA,2024-02-25,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
1233539,asda_000495,ASDA,2024-02-26,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
1210295,asda_000495,ASDA,2024-02-27,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
1172060,asda_000495,ASDA,2024-02-28,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
1137935,asda_000495,ASDA,2024-02-29,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
1127265,asda_000495,ASDA,2024-03-01,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
1115456,asda_000495,ASDA,2024-03-02,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
1080000,asda_000495,ASDA,2024-03-03,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
1064062,asda_000495,ASDA,2024-03-04,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
1022700,asda_000495,ASDA,2024-03-05,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
1001204,asda_000495,ASDA,2024-03-06,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
986553,asda_000495,ASDA,2024-03-07,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
955634,asda_000495,ASDA,2024-03-08,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
923788,asda_000495,ASDA,2024-03-09,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
886208,asda_000495,ASDA,2024-03-10,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
870727,asda_000495,ASDA,2024-03-11,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
841029,asda_000495,ASDA,2024-03-12,Always Discreet Incontinence Pads  Long for Sensitive Bladder,2.75,0.28,unit,False,6
